,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
15556,DS,2006,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
15568,PSP,2006,Racing,Codemasters,0.01,0.0,0.0,0.0,0.02
8910,PS2,2006,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
15593,PS2,2006,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
15599,PS2,2006,Fighting,Ignition Entertainment,0.0,0.0,0.02,0.0,0.02
15607,PS2,2006,Action,Sega,0.0,0.0,0.02,0.0,0.02
15625,DS,2006,Adventure,505 Games,0.0,0.0,0.02,0.0,0.02
15626,PC,2006,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02
15629,PS2,2006,Fighting,Sunrise Interactive,0.0,0.0,0.02,0.0,0.02
15642,PS2,2006,Role-Playing,Idea Factory,0.0,0.0,0.02,0.0,0.02
15647,XB,2006,Sports,Activision,0.01,0.0,0.0,0.0,0.02
15659,PS2,2006,Misc,Yamasa Entertainment,0.0,0.0,0.02,0.0,0.02
7090,PS2,2006,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23
15672,PS2,2006,Sports,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02
15674,XB,2006,Shooter,Eidos Interactive,0.01,0.0,0.0,0.0,0.02
15680,PSP,2006,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
15681,PC,2006,Strategy,Take-Two Interactive,0.0,0.01,0.0,0.0,0.02
15683,PSP,2006,Adventure,ChunSoft,0.0,0.0,0.02,0.0,0.02
8895,GC,2006,Action,Namco Bandai Games,0.11,0.03,0.0,0.0,0.15
15706,PS2,2006,Adventure,10TACLE Studios,0.01,0.01,0.0,0.0,0.02
15713,PSP,2006,Role-Playing,Idea Factory,0.02,0.0,0.0,0.0,0.02
7107,PS2,2006,Role-Playing,Namco Bandai Games,0.11,0.09,0.0,0.03,0.23
15722,DS,2006,Role-Playing,Tomy Corporation,0.0,0.0,0.02,0.0,0.02
7108,PSP,2006,Role-Playing,Tecmo Koei,0.15,0.01,0.04,0.02,0.23
15534,XB,2006,Shooter,Eidos Interactive,0.01,0.0,0.0,0.0,0.02
15381,PS2,2006,Platform,Natsume,0.01,0.01,0.0,0.0,0.02
15386,PSP,2006,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02
15391,PSP,2006,Misc,Sega,0.0,0.0,0.02,0.0,0.02
15408,GBA,2006,Action,Atari,0.01,0.01,0.0,0.0,0.02
15410,PS2,2006,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
15418,Wii,2006,Puzzle,System 3 Arcade Software,0.01,0.0,0.0,0.0,0.02
15427,PC,2006,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.02
15429,PC,2006,Sports,Sega,0.0,0.02,0.0,0.0,0.02
7139,DS,2006,Misc,Konami Digital Entertainment,0.18,0.03,0.0,0.02,0.22
7136,PSP,2006,Role-Playing,Eidos Interactive,0.2,0.01,0.0,0.02,0.22
15448,PS2,2006,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
15468,PC,2006,Strategy,Atari,0.0,0.02,0.0,0.0,0.02
15471,PS2,2006,Sports,Sega,0.0,0.0,0.02,0.0,0.02
8913,DS,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
15519,PS2,2006,Simulation,Hamster Corporation,0.0,0.0,0.02,0.0,0.02
15520,GBA,2006,Misc,Disney Interactive Studios,0.01,0.0,0.0,0.0,0.02
7125,DS,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23
15525,GBA,2006,Action,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02
15527,PS2,2006,Adventure,Taito,0.0,0.0,0.02,0.0,0.02
15528,XB,2006,Sports,Electronic Arts,0.01,0.0,0.0,0.0,0.02
15533,GBA,2006,Misc,Hasbro Interactive,0.01,0.0,0.0,0.0,0.02
15544,DS,2006,Misc,Atlus,0.0,0.0,0.02,0.0,0.02
14160,GBA,2006,Platform,THQ,0.02,0.01,0.0,0.0,0.03
13678,DS,2006,Action,DSI Games,0.04,0.0,0.0,0.0,0.04
14157,DS,2006,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
10417,X360,2006,Sports,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1
12152,DS,2006,Misc,Nintendo,0.0,0.0,0.07,0.0,0.07
12154,XB,2006,Racing,Atari,0.05,0.01,0.0,0.0,0.07
12163,DS,2006,Misc,IE Institute,0.0,0.0,0.07,0.0,0.07
12170,GBA,2006,Action,Activision,0.05,0.02,0.0,0.0,0.07
10401,DS,2006,Action,Activision,0.1,0.0,0.0,0.01,0.11
12183,PSP,2006,Misc,Edia,0.0,0.0,0.07,0.0,0.07
12184,XB,2006,Racing,Unknown,0.05,0.01,0.0,0.0,0.07
10397,PS2,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
12138,Wii,2006,Action,505 Games,0.0,0.0,0.07,0.0,0.07
10385,PSP,2006,Misc,Activision,0.1,0.0,0.0,0.01,0.11
12206,PS2,2006,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07
8274,DS,2006,Puzzle,Nintendo,0.13,0.03,0.0,0.01,0.17
12209,PS2,2006,Adventure,Aria,0.0,0.0,0.07,0.0,0.07
10370,PS2,2006,Misc,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.11
10362,Wii,2006,Shooter,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.11
10361,PSP,2006,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11
12230,PS2,2006,Strategy,THQ,0.03,0.02,0.0,0.01,0.07
12260,PSP,2006,Shooter,Konami Digital Entertainment,0.04,0.0,0.02,0.0,0.06
12261,DS,2006,Shooter,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.06
7836,DS,2006,Fighting,Namco Bandai Games,0.02,0.01,0.16,0.0,0.19
12265,Wii,2006,Action,Eidos Interactive,0.04,0.01,0.01,0.0,0.06
12137,PS2,2006,Action,Capcom,0.0,0.0,0.07,0.0,0.07
10418,Wii,2006,Misc,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
11961,X360,2006,Shooter,Eidos Interactive,0.05,0.01,0.0,0.01,0.07
7903,GC,2006,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19
8246,GC,2006,Action,Midway Games,0.13,0.03,0.0,0.0,0.17
10521,DS,2006,Misc,Zoo Digital Publishing,0.1,0.0,0.0,0.01,0.1
7897,PS2,2006,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19
11990,PS2,2006,Adventure,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07
12010,DS,2006,Shooter,Atari,0.0,0.0,0.07,0.0,0.07
10482,PSP,2006,Racing,Sony Computer Entertainment,0.0,0.03,0.07,0.01,0.1
7888,PS2,2006,Misc,D3Publisher,0.0,0.0,0.19,0.0,0.19
12130,DS,2006,Action,505 Games,0.06,0.0,0.0,0.0,0.07
12014,DS,2006,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
12015,XB,2006,Shooter,Unknown,0.05,0.01,0.0,0.0,0.07
10471,PSP,2006,Adventure,Sony Computer Entertainment,0.0,0.0,0.1,0.0,0.1
12039,PS2,2006,Simulation,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07
12040,GBA,2006,Action,Banpresto,0.0,0.0,0.07,0.0,0.07
12054,X360,2006,Misc,Microsoft Game Studios,0.05,0.01,0.0,0.01,0.07
10430,PSP,2006,Sports,Enterbrain,0.0,0.0,0.1,0.0,0.1
8263,X360,2006,Action,Activision,0.16,0.01,0.0,0.01,0.17
10423,DS,2006,Role-Playing,Rising Star Games,0.07,0.0,0.03,0.01,0.1
12102,GBA,2006,Puzzle,Take-Two Interactive,0.05,0.02,0.0,0.0,0.07
7887,Wii,2006,Misc,Namco Bandai Games,0.12,0.0,0.06,0.01,0.19
11954,Wii,2006,Platform,Ubisoft,0.06,0.0,0.0,0.01,0.07
10351,PS2,2006,Adventure,Aqua Plus,0.0,0.0,0.11,0.0,0.11
12297,PSP,2006,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
10208,GC,2006,Shooter,Eidos Interactive,0.08,0.02,0.0,0.0,0.11
10206,PSP,2006,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.11
7742,PS2,2006,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19
12583,PSP,2006,Action,Atari,0.05,0.01,0.0,0.01,0.06
12587,DS,2006,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.06
10196,GC,2006,Misc,Nintendo,0.07,0.02,0.02,0.0,0.11
10195,PSP,2006,Adventure,THQ,0.1,0.0,0.0,0.01,0.11
8316,PSP,2006,Sports,Electronic Arts,0.13,0.02,0.0,0.02,0.17
10190,PSP,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
12561,PS2,2006,Misc,Irem Software Engineering,0.0,0.0,0.06,0.0,0.06
12617,PS2,2006,Action,505 Games,0.0,0.0,0.06,0.0,0.06
12619,DS,2006,Misc,Nintendo,0.0,0.0,0.06,0.0,0.06
12629,PS2,2006,Racing,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06
12653,DS,2006,Puzzle,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06
12661,PS2,2006,Misc,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06
12667,PS2,2006,Shooter,Ubisoft,0.03,0.02,0.0,0.01,0.06
10167,PSP,2006,Action,Vivendi Games,0.1,0.0,0.0,0.01,0.11
12668,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0.0,0.01,0.06
7715,PSP,2006,Action,Take-Two Interactive,0.18,0.0,0.0,0.02,0.2
12686,DS,2006,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06
10188,PSP,2006,Role-Playing,Sony Computer Entertainment,0.11,0.0,0.0,0.0,0.11
12277,PSP,2006,Shooter,Activision,0.06,0.0,0.0,0.0,0.06
12558,PSP,2006,Puzzle,Xplosiv,0.05,0.0,0.0,0.01,0.06
7762,GC,2006,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19
10330,DS,2006,Simulation,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
10320,PSP,2006,Misc,Square Enix,0.0,0.0,0.11,0.0,0.11
10292,PSP,2006,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.11
8295,DS,2006,Action,THQ,0.12,0.04,0.0,0.01,0.17
12338,DS,2006,Shooter,Eidos Interactive,0.06,0.0,0.0,0.0,0.06
12377,DS,2006,Strategy,Ubisoft,0.05,0.01,0.0,0.0,0.06
12379,PSP,2006,Action,Namco Bandai Games,0.05,0.0,0.0,0.01,0.06
10261,DS,2006,Adventure,THQ,0.1,0.0,0.0,0.01,0.11
12407,PS2,2006,Racing,Game Factory,0.03,0.02,0.0,0.01,0.06
12543,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0.0,0.01,0.06
8299,X360,2006,Sports,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17
7788,X360,2006,Role-Playing,Square Enix,0.17,0.01,0.0,0.01,0.19
12424,DS,2006,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06
12442,PS2,2006,Adventure,Enterbrain,0.0,0.0,0.06,0.0,0.06
10250,X360,2006,Racing,Activision,0.1,0.01,0.0,0.01,0.11
8670,DS,2006,Adventure,THQ,0.14,0.01,0.0,0.01,0.16
12524,PSP,2006,Action,Activision,0.05,0.01,0.0,0.01,0.06
12536,PSP,2006,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06
12537,PSP,2006,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06
7764,X360,2006,Role-Playing,Ubisoft,0.16,0.02,0.0,0.02,0.19
12410,PSP,2006,Misc,Daito,0.0,0.0,0.06,0.0,0.06
11950,PSP,2006,Fighting,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07
8240,GC,2006,Sports,Take-Two Interactive,0.13,0.03,0.0,0.0,0.17
10554,GC,2006,Role-Playing,Unknown,0.06,0.02,0.02,0.0,0.1
10941,DS,2006,Misc,Vivendi Games,0.07,0.01,0.0,0.01,0.09
10936,X360,2006,Racing,Ubisoft,0.07,0.01,0.0,0.01,0.09
10932,PS2,2006,Sports,THQ,0.05,0.04,0.0,0.01,0.09
11309,PSP,2006,Action,Electronic Arts,0.07,0.01,0.0,0.01,0.08
11319,PS2,2006,Racing,Codemasters,0.04,0.03,0.0,0.01,0.08
11326,X360,2006,Sports,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08
11340,XB,2006,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08
11351,GC,2006,Racing,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08
11353,XB,2006,Simulation,Ubisoft,0.06,0.02,0.0,0.0,0.08
11270,PS2,2006,Racing,Bethesda Softworks,0.04,0.03,0.0,0.01,0.08
11360,DS,2006,Strategy,THQ,0.05,0.03,0.0,0.01,0.08
11373,PSP,2006,Platform,Sega,0.05,0.02,0.0,0.01,0.08
10877,DS,2006,Adventure,THQ,0.08,0.01,0.0,0.01,0.09
11401,PS2,2006,Shooter,SouthPeak Games,0.04,0.03,0.0,0.01,0.08
11410,Wii,2006,Platform,Vivendi Games,0.06,0.01,0.0,0.01,0.08
10866,PSP,2006,Sports,Midway Games,0.09,0.0,0.0,0.01,0.09
11417,PSP,2006,Platform,Capcom,0.07,0.01,0.0,0.01,0.08
11425,PS2,2006,Fighting,Ignition Entertainment,0.01,0.01,0.05,0.0,0.08
8172,DS,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
11441,Wii,2006,Shooter,Ubisoft,0.06,0.01,0.0,0.01,0.08
11366,PS2,2006,Action,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08
11487,X360,2006,Action,D3Publisher,0.04,0.01,0.03,0.0,0.08
11258,PSP,2006,Puzzle,505 Games,0.07,0.0,0.0,0.01,0.08
11247,GBA,2006,Adventure,THQ,0.06,0.02,0.0,0.0,0.09
11110,GC,2006,Fighting,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
8110,PS3,2006,Racing,Sega,0.14,0.02,0.0,0.02,0.18
11135,PS2,2006,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.09
11053,DS,2006,Role-Playing,Takara Tomy,0.0,0.0,0.09,0.0,0.09
11143,PSP,2006,Action,Capcom,0.08,0.0,0.0,0.01,0.09
11144,Wii,2006,Platform,Midway Games,0.08,0.0,0.0,0.01,0.09
8103,PS2,2006,Simulation,Banpresto,0.0,0.0,0.18,0.0,0.18
11149,PSP,2006,Racing,Activision,0.08,0.0,0.0,0.01,0.09
11039,PSP,2006,Misc,Sega,0.0,0.0,0.09,0.0,0.09
11249,PS2,2006,Role-Playing,Tecmo Koei,0.0,0.0,0.09,0.0,0.09
11158,PC,2006,Strategy,LucasArts,0.01,0.06,0.0,0.02,0.09
11173,X360,2006,Role-Playing,Idea Factory,0.08,0.0,0.0,0.01,0.09
11008,DS,2006,Role-Playing,Eidos Interactive,0.08,0.0,0.0,0.01,0.09
11191,DS,2006,Misc,Nintendo,0.0,0.0,0.09,0.0,0.09
11193,PSP,2006,Action,Vivendi Games,0.08,0.0,0.0,0.01,0.09
11199,GBA,2006,Action,LucasArts,0.06,0.02,0.0,0.0,0.09
10953,PSP,2006,Role-Playing,505 Games,0.07,0.0,0.02,0.01,0.09
11222,DS,2006,Action,Sega,0.08,0.0,0.0,0.01,0.09
10948,PSP,2006,Action,Electronic Arts,0.08,0.0,0.0,0.01,0.09
8073,GC,2006,Sports,Electronic Arts,0.14,0.04,0.0,0.0,0.18
11165,DS,2006,Puzzle,Rising Star Games,0.04,0.0,0.04,0.0,0.09
10846,PC,2006,Strategy,Sega,0.0,0.08,0.0,0.02,0.09
10834,PS2,2006,Action,THQ,0.05,0.04,0.0,0.01,0.09
11553,GC,2006,Action,Eidos Interactive,0.06,0.02,0.0,0.0,0.08
11754,PSP,2006,Misc,Sega,0.0,0.0,0.07,0.0,0.07
11755,DS,2006,Role-Playing,Capcom,0.0,0.0,0.07,0.0,0.07
11776,XB,2006,Action,Ubisoft,0.06,0.02,0.0,0.0,0.07
10669,XB,2006,Platform,Activision,0.07,0.02,0.0,0.0,0.1
11807,DS,2006,Action,Eidos Interactive,0.04,0.02,0.0,0.01,0.07
10654,PSP,2006,Sports,Midway Games,0.09,0.0,0.0,0.01,0.1
11818,X360,2006,Fighting,Majesco Entertainment,0.06,0.01,0.0,0.01,0.07
11821,DS,2006,Sports,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.07
10612,X360,2006,Shooter,Atari,0.07,0.01,0.02,0.01,0.1
10682,DS,2006,Action,Ubisoft,0.08,0.01,0.0,0.01,0.1
8230,GC,2006,Platform,Ubisoft,0.13,0.03,0.0,0.0,0.17
10598,DS,2006,Puzzle,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.1
11878,PS2,2006,Misc,Myelin Media,0.04,0.03,0.0,0.01,0.07
10577,DS,2006,Action,Nintendo,0.0,0.0,0.1,0.0,0.1
7915,DS,2006,Puzzle,Nintendo,0.0,0.0,0.19,0.0,0.19
11912,PSP,2006,Sports,Oxygen Interactive,0.06,0.0,0.0,0.01,0.07
10573,PS2,2006,Platform,Midway Games,0.05,0.04,0.0,0.01,0.1
10569,XB,2006,Action,Activision,0.08,0.02,0.0,0.0,0.1
10561,DS,2006,Platform,D3Publisher,0.09,0.0,0.0,0.01,0.1
11928,DS,2006,Misc,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
10605,DS,2006,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
10685,PSP,2006,Racing,Sega,0.0,0.0,0.1,0.0,0.1
10734,PSP,2006,Action,Capcom,0.08,0.0,0.0,0.01,0.1
11727,DS,2006,Action,Electronic Arts,0.07,0.0,0.0,0.01,0.08
8006,DS,2006,Simulation,Ubisoft,0.17,0.0,0.0,0.01,0.18
11582,PSP,2006,Adventure,THQ,0.07,0.01,0.0,0.01,0.08
11592,X360,2006,Action,Tecmo Koei,0.07,0.01,0.0,0.01,0.08
10815,PSP,2006,Racing,Electronic Arts,0.09,0.0,0.0,0.01,0.1
10809,DS,2006,Strategy,Ignition Entertainment,0.09,0.0,0.0,0.01,0.1
8195,PS2,2006,Role-Playing,Banpresto,0.0,0.0,0.18,0.0,0.18
10799,PSP,2006,Action,Ubisoft,0.08,0.01,0.0,0.01,0.1
10788,GBA,2006,Platform,Konami Digital Entertainment,0.07,0.03,0.0,0.0,0.1
11645,PS2,2006,Fighting,Sammy Corporation,0.0,0.0,0.08,0.0,0.08
10784,PS2,2006,Role-Playing,505 Games,0.0,0.0,0.1,0.0,0.1
10765,XB,2006,Platform,Vivendi Games,0.07,0.02,0.0,0.0,0.1
7985,XB,2006,Sports,Electronic Arts,0.13,0.05,0.0,0.01,0.19
11662,PS2,2006,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
7977,DS,2006,Role-Playing,Nintendo,0.16,0.03,0.0,0.0,0.19
11683,PSP,2006,Platform,Ubisoft,0.07,0.0,0.0,0.01,0.08
11691,PSP,2006,Sports,Sony Computer Entertainment,0.07,0.0,0.0,0.01,0.08
7970,PS2,2006,Action,Tecmo Koei,0.0,0.0,0.19,0.0,0.19
11705,DS,2006,Misc,Ubisoft,0.0,0.0,0.08,0.0,0.08
11709,XB,2006,Shooter,Ubisoft,0.06,0.02,0.0,0.0,0.08
10743,DS,2006,Adventure,505 Games,0.06,0.03,0.0,0.01,0.1
8215,DS,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17
7713,DS,2006,Misc,Shogakukan,0.0,0.0,0.2,0.0,0.2
12704,PSP,2006,Role-Playing,Atari,0.05,0.0,0.0,0.0,0.06
12706,PSP,2006,Misc,Sega,0.0,0.0,0.06,0.0,0.06
12712,GC,2006,Action,Ubisoft,0.04,0.01,0.0,0.0,0.06
13658,PC,2006,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04
9670,PS3,2006,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12
9639,GC,2006,Misc,Capcom,0.1,0.03,0.0,0.0,0.13
13699,PSP,2006,Misc,Tecmo Koei,0.03,0.0,0.0,0.0,0.04
7495,PSP,2006,Strategy,Atari,0.18,0.0,0.0,0.02,0.2
9631,XB,2006,Sports,Midway Games,0.09,0.03,0.0,0.0,0.13
13714,PSP,2006,Racing,Sega,0.03,0.01,0.0,0.01,0.04
7488,DS,2006,Racing,Electronic Arts,0.17,0.02,0.0,0.02,0.21
9586,PS2,2006,Sports,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13
13656,PSP,2006,Racing,Namco Bandai Games,0.04,0.0,0.0,0.0,0.04
9582,X360,2006,Action,Tecmo Koei,0.11,0.01,0.0,0.01,0.13
13778,PS2,2006,Adventure,Interchannel,0.0,0.0,0.04,0.0,0.04
13782,DS,2006,Misc,Taito,0.0,0.0,0.04,0.0,0.04
7469,DS,2006,Misc,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21
13795,XB,2006,Action,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04
9531,X360,2006,Action,D3Publisher,0.11,0.01,0.0,0.01,0.13
13818,X360,2006,Puzzle,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04
9528,GBA,2006,Platform,Disney Interactive Studios,0.09,0.03,0.0,0.0,0.13
13835,XB,2006,Adventure,Empire Interactive,0.03,0.01,0.0,0.0,0.04
9519,DS,2006,Platform,Activision,0.12,0.0,0.0,0.01,0.13
13769,PS2,2006,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
9512,Wii,2006,Action,Ubisoft,0.1,0.01,0.0,0.01,0.13
13648,PSP,2006,Misc,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04
13640,DS,2006,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04
13532,PSP,2006,Misc,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04
13535,DS,2006,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04
8404,DS,2006,Platform,Nintendo,0.0,0.0,0.17,0.0,0.17
13555,X360,2006,Fighting,Ubisoft,0.04,0.0,0.0,0.0,0.04
7541,PS2,2006,Fighting,Ignition Entertainment,0.1,0.08,0.0,0.03,0.2
9712,PS2,2006,Role-Playing,505 Games,0.0,0.0,0.12,0.0,0.12
13557,DS,2006,Action,MTO,0.0,0.0,0.04,0.0,0.04
9696,PSP,2006,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
13560,PS2,2006,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
9671,PS3,2006,Action,Capcom,0.0,0.0,0.12,0.0,0.12
13580,PS2,2006,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
9688,DS,2006,Simulation,MTO,0.0,0.0,0.12,0.0,0.12
13589,Wii,2006,Action,THQ,0.04,0.0,0.0,0.0,0.04
7530,XB,2006,Racing,Take-Two Interactive,0.15,0.04,0.0,0.01,0.2
13597,DS,2006,Adventure,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04
13601,XB,2006,Racing,Electronic Arts,0.03,0.01,0.0,0.0,0.04
7525,PS3,2006,Simulation,Namco Bandai Games,0.06,0.0,0.14,0.01,0.2
13616,PC,2006,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04
9686,DS,2006,Simulation,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
13637,XB,2006,Sports,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04
13584,PSP,2006,Misc,Konami Digital Entertainment,0.02,0.0,0.02,0.0,0.04
13848,PS2,2006,Strategy,Essential Games,0.01,0.0,0.03,0.0,0.04
7457,PS2,2006,Role-Playing,Tecmo Koei,0.0,0.0,0.21,0.0,0.21
13849,PC,2006,Action,Vivendi Games,0.01,0.02,0.0,0.01,0.04
14055,PSP,2006,Role-Playing,Rising Star Games,0.0,0.0,0.04,0.0,0.04
14056,PC,2006,Strategy,Unknown,0.0,0.03,0.0,0.0,0.04
9423,PSP,2006,Action,Ubisoft,0.11,0.01,0.0,0.01,0.13
14057,PSP,2006,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04
14066,GBA,2006,Platform,Midway Games,0.03,0.01,0.0,0.0,0.04
9419,XB,2006,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13
9416,DS,2006,Action,Sega,0.0,0.0,0.13,0.0,0.13
14082,PC,2006,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.04
14085,PS2,2006,Adventure,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
14054,PC,2006,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.04
14086,XB,2006,Shooter,DreamCatcher Interactive,0.03,0.01,0.0,0.0,0.04
14100,PS2,2006,Simulation,Kando Games,0.02,0.01,0.0,0.0,0.03
14121,PSP,2006,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03
9377,X360,2006,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13
14133,XB,2006,Racing,Codemasters,0.03,0.01,0.0,0.0,0.03
14134,PS2,2006,Misc,Daito,0.0,0.0,0.03,0.0,0.03
14139,PS2,2006,Misc,Activision,0.02,0.01,0.0,0.0,0.03
14141,GBA,2006,Role-Playing,Sting,0.0,0.0,0.03,0.0,0.03
14144,X360,2006,Sports,Activision,0.03,0.0,0.0,0.0,0.03
14146,PC,2006,Shooter,Take-Two Interactive,0.0,0.03,0.0,0.01,0.03
9400,DS,2006,Platform,Activision,0.12,0.0,0.0,0.01,0.13
14033,DS,2006,Sports,System 3 Arcade Software,0.03,0.0,0.0,0.0,0.04
14025,PS2,2006,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
14020,PS2,2006,Sports,Sega,0.0,0.0,0.04,0.0,0.04
13851,DS,2006,Sports,Electronic Arts,0.03,0.0,0.0,0.0,0.04
13856,PC,2006,Simulation,Take-Two Interactive,0.01,0.03,0.0,0.01,0.04
13869,PC,2006,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04
13870,PS2,2006,Racing,Unknown,0.0,0.0,0.04,0.0,0.04
13875,GC,2006,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
9500,GC,2006,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13
7437,PS2,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21
9486,XB,2006,Racing,Sega,0.1,0.03,0.0,0.0,0.13
13894,PSP,2006,Puzzle,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
8429,XB,2006,Shooter,Eidos Interactive,0.12,0.04,0.0,0.01,0.17
13898,PSP,2006,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
9483,X360,2006,Sports,Activision,0.12,0.0,0.0,0.01,0.13
13925,PSP,2006,Misc,Zenrin,0.0,0.0,0.04,0.0,0.04
13929,GC,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
13935,DS,2006,Shooter,Activision,0.03,0.0,0.0,0.0,0.04
13938,PS2,2006,Adventure,Asmik Ace Entertainment,0.0,0.0,0.04,0.0,0.04
13947,DS,2006,Role-Playing,Nintendo,0.0,0.0,0.04,0.0,0.04
9472,GC,2006,Racing,Activision,0.1,0.03,0.0,0.0,0.13
13972,PS2,2006,Strategy,Idea Factory,0.0,0.0,0.04,0.0,0.04
